,TotalPop,Hispanic,White,Black,Asian,Income,Poverty,Unemployment,Professional,Service,Drive,1,2,3,4,5,6,7,8,9,10
47275,2978,4.2,91.6,1.6,0.0,43065.0,18.2,5.6,29.4,19.4,84.9,0,1,1,1,1,1,2,4,4,4
47276,2199,2.5,86.7,6.0,1.6,46964.0,19.4,3.3,35.4,15.0,80.8,0,1,1,1,1,1,2,4,4,4
47277,6291,6.1,86.5,1.1,3.9,80583.0,7.1,2.8,55.3,10.7,90.0,0,1,1,1,1,5,1,1,1,1
47278,2037,1.5,94.6,0.7,3.2,86806.0,3.0,3.0,48.9,12.1,91.3,0,1,1,1,1,1,1,1,1,1
47279,7323,5.5,80.0,1.6,9.7,53397.0,11.7,4.2,38.8,18.9,84.9,0,1,1,1,1,1,1,1,1,1
47280,3916,3.9,87.7,2.0,5.5,75324.0,4.6,6.4,42.8,14.6,88.7,0,1,1,1,1,1,1,1,1,4
47281,4919,0.9,88.6,2.6,4.0,120117.0,3.2,3.8,61.5,8.4,87.2,0,1,1,1,1,5,1,1,1,1
47282,5992,4.6,84.4,3.2,6.0,100694.0,3.5,4.6,58.7,7.7,89.9,0,1,1,1,1,5,1,1,1,1
47283,4093,1.6,86.9,4.0,6.1,103398.0,2.7,1.3,49.6,16.2,88.2,0,1,1,1,1,5,1,1,1,1
47284,5540,2.7,85.7,2.8,4.7,94933.0,2.3,0.8,63.8,6.7,88.3,0,1,1,1,1,5,1,1,1,1
47285,3865,10.5,76.2,4.8,5.8,84458.0,8.3,2.6,48.9,12.7,88.1,0,1,1,1,1,1,1,1,1,1
47286,4527,2.0,90.0,1.7,5.6,88438.0,4.2,2.3,49.4,7.5,88.2,0,1,1,1,1,5,1,1,1,1
47287,3117,2.1,92.0,3.5,2.1,91360.0,4.1,2.2,56.0,12.6,82.5,0,1,1,1,1,5,1,1,1,1
47288,2483,0.1,94.8,0.1,3.7,110000.0,2.5,1.7,57.5,8.3,83.9,0,1,1,1,1,5,1,1,1,1
47289,6441,3.2,85.3,0.0,10.3,115135.0,1.9,1.4,56.7,9.1,85.2,0,1,1,1,1,5,1,1,1,1
47290,6276,1.7,94.7,0.4,0.6,65265.0,5.5,5.9,34.0,17.2,84.7,0,1,1,1,1,1,1,1,1,4
47291,2180,7.6,83.2,1.5,6.6,50000.0,12.9,5.1,35.8,24.4,75.3,0,1,1,1,1,1,2,4,4,4
47292,2476,2.7,59.8,9.9,21.3,64485.0,5.6,7.7,47.0,7.4,83.0,0,1,1,1,1,1,1,1,1,3
47293,3167,16.7,40.4,26.3,10.5,42691.0,22.7,6.4,29.8,19.2,68.0,0,0,1,1,1,1,2,3,4,6
47294,2103,21.4,48.7,16.3,9.7,34006.0,27.3,14.1,15.8,21.4,75.3,0,0,2,3,3,3,2,5,8,6
47295,1571,4.8,65.7,18.7,6.4,29167.0,26.9,8.9,22.3,44.4,40.6,0,0,2,3,3,3,2,5,8,6
47296,5631,5.2,74.0,15.6,1.8,63991.0,6.5,6.7,46.8,18.4,81.3,0,1,1,1,1,1,1,1,1,1
47297,3109,5.0,70.8,14.9,0.1,52877.0,10.5,11.8,48.6,21.1,81.9,0,1,1,1,1,1,2,4,4,4
47298,5849,13.6,30.9,27.5,8.3,42647.0,20.6,6.2,25.7,34.9,60.0,0,0,0,2,2,2,6,2,0,0
47299,3399,13.4,45.7,21.0,3.9,35043.0,25.2,11.5,21.4,27.4,73.4,0,0,2,3,3,3,2,4,4,6
47300,2936,7.6,29.5,43.9,5.0,25154.0,42.7,14.3,26.2,25.4,75.9,0,0,2,2,3,3,3,5,8,8
47301,906,15.1,36.6,31.9,10.7,20469.0,51.5,9.8,46.4,29.4,71.2,0,0,2,3,3,3,3,5,8,6
47302,2523,21.7,29.5,42.6,0.4,13580.0,52.8,10.6,8.8,17.9,49.7,0,0,2,3,3,3,3,5,8,8
47303,3069,4.0,76.5,11.3,1.4,51296.0,17.8,9.4,31.7,23.6,84.7,0,1,1,1,1,1,2,4,4,4
47304,2430,14.1,39.2,26.6,7.9,28667.0,24.4,12.1,18.2,27.5,78.1,0,0,2,2,3,3,2,5,8,6
47305,3119,17.5,35.7,26.0,11.6,38214.0,33.1,18.9,24.0,32.2,69.1,0,0,2,3,3,3,3,5,8,8
47306,3964,12.1,44.6,11.8,12.4,46678.0,19.3,8.0,22.1,27.6,83.2,0,0,1,1,1,1,2,4,4,6
47307,3441,16.7,31.2,33.9,3.9,29333.0,28.0,13.7,18.8,29.8,63.8,0,0,2,3,3,3,3,5,8,6
47308,7971,3.3,77.7,8.3,4.0,52491.0,9.9,7.9,36.1,17.2,83.9,0,1,1,1,1,1,1,1,1,1
47309,8184,2.5,81.9,4.5,7.7,103793.0,5.5,3.9,53.3,8.0,86.2,0,1,1,1,1,5,1,1,1,1
47310,6629,7.1,77.7,2.9,9.2,98162.0,3.7,8.7,63.2,7.3,85.8,0,1,1,1,1,5,1,1,1,1
47311,5334,4.3,79.9,1.2,13.7,125353.0,5.9,5.2,68.5,7.5,90.4,0,1,1,1,1,5,1,1,1,1
47312,1773,2.0,76.3,11.6,9.4,127583.0,5.5,0.7,70.6,3.7,84.6,0,1,1,1,1,5,5,7,7,7
47313,4890,1.3,94.9,0.7,0.9,65737.0,8.6,1.7,32.1,15.8,83.3,0,1,1,1,1,1,1,4,4,4
47314,2885,3.9,87.9,6.6,0.0,47402.0,5.5,8.8,32.7,24.6,82.9,0,1,1,1,1,1,2,4,4,4
47315,3069,5.8,84.7,0.3,6.1,82571.0,2.5,3.5,57.5,12.5,88.5,0,1,1,1,1,5,1,1,1,1
47316,2180,1.1,92.0,2.6,2.5,78229.0,7.2,3.6,41.8,17.3,83.3,0,1,1,1,1,1,1,4,4,4
47317,6964,3.8,94.4,0.4,1.0,82016.0,5.2,5.3,42.5,13.0,93.5,0,1,1,1,1,1,1,1,1,1
47318,3270,1.8,96.0,0.4,1.0,75391.0,5.5,6.8,49.4,14.8,89.0,0,1,1,1,1,1,1,1,1,4
47319,4127,3.8,89.5,2.2,0.6,81023.0,6.1,7.5,52.1,15.1,84.0,0,1,1,1,1,1,1,1,1,1
47320,2121,2.0,94.5,0.3,1.2,86979.0,4.8,7.5,46.9,12.3,91.4,0,1,1,1,1,1,1,1,1,4
47321,2005,2.0,95.5,0.9,1.2,99917.0,6.7,4.6,37.0,18.2,86.9,0,1,1,1,1,1,1,1,1,4
47322,4444,3.8,94.1,0.4,1.4,74756.0,3.9,3.3,36.8,26.6,82.9,0,1,1,1,1,1,1,4,4,4
47323,3839,3.9,86.7,5.5,1.7,56136.0,17.5,3.9,25.8,25.4,82.5,0,1,1,1,1,1,2,4,4,4
47324,3902,3.3,86.5,6.3,0.0,61535.0,6.8,7.6,31.6,22.0,87.1,0,1,1,1,1,1,2,4,4,4
47325,4479,10.1,83.8,4.0,0.0,70645.0,2.2,3.3,29.0,18.3,87.5,0,1,1,1,1,1,1,4,4,4
47326,2400,2.7,92.7,0.0,4.5,98750.0,3.9,2.3,35.3,19.9,88.1,0,1,1,1,1,1,1,1,1,4
47327,3631,7.1,83.0,1.2,0.8,61215.0,5.6,8.8,37.6,25.5,90.3,0,1,1,1,1,1,2,4,4,4
47328,2585,2.9,92.6,0.0,4.6,54321.0,9.5,15.5,31.8,25.6,90.3,0,1,1,1,1,1,2,4,4,4
47329,1797,1.5,98.0,0.5,0.0,84750.0,4.0,3.9,40.0,19.4,83.1,0,1,1,1,1,1,1,4,4,4
47330,6573,4.9,91.1,0.5,1.7,84127.0,7.6,8.2,28.4,14.9,84.3,0,1,1,1,1,1,1,1,1,1
47331,3326,7.0,73.5,7.0,4.9,53516.0,20.0,7.9,34.2,21.6,79.4,0,1,1,1,1,1,2,4,4,4
47332,2130,4.4,90.5,1.7,0.1,53864.0,14.2,10.4,28.6,24.2,83.0,0,1,1,1,1,1,2,4,4,4
47333,3047,9.3,73.4,8.3,5.4,65711.0,19.3,4.1,43.0,16.3,48.9,0,1,1,1,1,1,2,3,3,3
47334,1991,8.9,75.5,12.8,0.0,43118.0,13.2,4.7,48.9,15.7,78.6,0,1,1,1,1,1,2,4,4,4
47335,4897,1.9,95.7,0.8,0.3,58333.0,9.7,3.6,38.1,10.3,86.1,0,1,1,1,1,1,1,1,1,4
47336,5224,1.5,95.7,1.7,0.0,40313.0,18.2,5.8,34.1,24.7,68.8,0,1,1,1,1,1,2,4,4,4
47338,5421,2.8,93.1,0.5,2.7,54375.0,13.5,7.5,35.7,14.3,79.2,0,1,1,1,1,1,2,4,4,4
47339,3554,1.4,95.6,0.6,0.8,50714.0,16.8,11.5,30.6,23.5,80.5,0,1,1,1,1,1,2,4,4,4
47340,3079,1.8,96.7,0.3,0.2,48125.0,11.7,11.5,33.9,15.6,80.4,0,1,1,1,1,1,2,4,4,4
47341,5298,3.6,94.5,0.8,0.8,53826.0,15.4,5.4,37.5,15.9,86.0,0,1,1,1,1,1,2,4,4,4
47342,2878,6.2,92.9,0.1,0.3,54358.0,9.7,10.8,26.3,16.8,78.3,0,1,1,1,1,1,2,4,4,4
47343,4935,1.2,96.6,0.0,0.7,50785.0,10.8,6.9,42.8,13.4,77.6,0,1,1,1,1,1,2,4,4,4
47344,1548,7.4,87.0,1.4,0.6,60395.0,13.6,6.9,39.6,15.6,80.5,0,1,1,1,1,1,2,4,4,4
47345,3190,0.6,95.2,2.4,0.5,50050.0,20.4,9.4,34.5,19.6,77.9,0,1,1,1,1,1,2,4,4,4
47346,3897,2.0,94.5,1.7,0.7,42616.0,13.7,6.9,28.7,25.4,76.8,0,1,1,1,1,1,2,4,4,4
47347,4542,1.0,97.3,0.6,0.1,44923.0,18.6,6.4,29.4,21.3,79.3,0,1,1,1,1,1,2,4,4,4
47348,2420,2.5,96.7,0.0,0.1,51705.0,11.2,3.4,26.1,13.7,81.9,0,1,1,1,1,1,2,4,4,4
47349,2468,1.1,92.3,0.6,2.5,54318.0,14.5,7.0,39.9,18.5,78.5,0,1,1,1,1,1,2,4,4,4
47350,3598,0.5,93.7,2.8,2.3,55476.0,8.8,6.3,35.3,21.8,80.8,0,1,1,1,1,1,2,4,4,4
47351,2772,6.2,86.9,3.3,0.8,34750.0,15.4,7.1,38.3,13.1,72.5,0,1,1,1,1,1,2,4,4,4
47352,3858,1.1,93.1,1.8,0.0,53417.0,14.7,2.8,26.7,16.4,85.8,0,1,1,1,1,1,2,4,4,4
47353,3608,3.2,95.5,1.2,0.0,47225.0,13.6,5.3,25.9,19.4,82.7,0,1,1,1,1,1,2,4,4,4
47354,3881,1.9,94.7,0.0,0.6,63137.0,11.1,3.5,35.5,14.4,86.2,0,1,1,1,1,1,2,4,4,4
47355,6155,9.1,68.0,20.6,0.1,58445.0,8.9,4.9,30.3,18.1,73.2,0,1,1,1,1,1,1,4,4,4
47356,3859,1.2,95.5,0.7,0.7,46573.0,11.6,5.6,35.4,22.8,75.5,0,1,1,1,1,1,2,4,4,4
47357,2224,1.1,96.4,0.0,0.9,58393.0,8.3,2.1,41.1,14.6,75.4,0,1,1,1,1,1,2,4,4,4
47358,1387,0.0,99.6,0.0,0.0,50764.0,12.1,8.9,38.8,13.6,79.6,0,1,1,1,1,1,2,4,4,4
47359,3353,3.0,93.7,1.1,0.5,49712.0,10.1,11.3,28.5,20.2,74.6,0,1,1,1,1,1,2,4,4,4
47360,2360,2.5,95.3,0.3,0.0,49034.0,13.2,4.9,21.1,17.9,80.8,0,1,1,1,1,1,2,4,4,4
47361,3988,0.6,98.2,0.2,0.0,51029.0,10.7,7.0,25.8,21.2,81.3,0,1,1,1,1,1,2,4,4,4
47362,2879,0.8,98.2,0.2,0.2,50104.0,14.5,7.3,30.6,15.5,83.0,0,1,1,1,1,1,2,4,4,4
47363,4075,3.4,94.6,0.0,0.5,46506.0,14.5,8.8,40.5,19.8,81.6,0,1,1,1,1,1,2,4,4,4
47364,3021,2.6,92.4,0.0,2.1,42273.0,19.3,11.5,34.4,25.9,79.6,0,1,1,1,1,1,2,4,4,4
47365,3098,3.4,90.9,2.1,0.0,42587.0,19.6,6.3,28.5,21.5,71.4,0,1,1,1,1,1,2,4,4,4
47366,2213,0.2,95.8,0.1,0.0,35288.0,25.0,7.9,18.7,31.9,81.8,0,1,1,1,1,1,2,4,4,6
47367,3594,0.6,97.7,0.6,0.1,48634.0,16.1,8.5,29.0,16.9,80.6,0,1,1,1,1,1,2,4,4,4
47368,4414,1.4,93.6,4.3,0.1,41543.0,19.1,6.9,30.4,24.3,64.7,0,1,1,1,1,1,2,4,4,4
47369,3448,2.7,90.6,2.8,1.9,34659.0,13.7,7.2,31.3,19.1,74.4,0,1,1,1,1,1,2,4,4,4
47370,4261,4.0,92.0,2.3,0.8,48452.0,18.7,7.1,29.5,20.9,88.0,0,1,1,1,1,1,2,4,4,4
47371,2131,1.5,94.1,3.1,0.0,52045.0,13.7,3.7,39.5,19.0,80.4,0,1,1,1,1,1,2,4,4,4
47372,1826,0.2,98.5,0.3,0.0,53641.0,13.0,5.5,37.7,14.8,80.1,0,1,1,1,1,1,2,4,4,4
47373,1736,1.0,96.4,1.3,0.2,55893.0,5.9,6.3,32.2,16.1,85.9,0,1,1,1,1,1,2,4,4,4
47374,3319,2.5,95.6,0.5,0.2,46853.0,10.6,4.8,30.2,22.1,75.7,0,1,1,1,1,1,2,4,4,4
47375,3338,0.5,98.7,0.3,0.0,48220.0,19.7,7.8,26.0,13.7,77.2,0,1,1,1,1,1,2,4,4,4
47376,3298,0.7,97.9,0.7,0.4,51907.0,15.5,10.0,32.3,21.7,79.3,0,1,1,1,1,1,2,4,4,4
47377,4467,0.2,98.6,0.4,0.2,51250.0,18.3,6.5,27.5,12.0,70.4,0,1,1,1,1,1,2,4,4,4
47378,3350,0.0,98.6,0.0,0.2,44583.0,22.7,10.6,27.5,14.6,79.0,0,1,1,1,1,1,2,4,4,4
47379,2537,1.4,96.6,0.5,0.6,52685.0,14.9,7.2,29.2,18.6,83.1,0,1,1,1,1,1,2,4,4,4
47380,8387,2.4,82.6,4.0,9.6,67227.0,8.5,5.0,51.3,10.0,82.2,0,1,1,1,1,1,1,1,1,1
47381,2900,0.0,87.2,8.1,4.4,53627.0,10.9,4.7,39.1,19.4,83.7,0,1,1,1,1,1,2,4,4,4
47382,2365,2.2,95.3,0.5,0.0,32056.0,24.2,7.3,22.6,35.8,79.8,0,1,1,1,1,1,2,4,4,6
47383,2600,2.3,93.6,1.0,1.3,51890.0,13.9,7.6,43.6,19.2,71.3,0,1,1,1,1,1,2,4,4,4
47384,3005,1.5,89.5,1.5,3.2,50868.0,18.5,5.7,49.5,14.3,78.5,0,1,1,1,1,1,2,4,4,4
47385,3453,1.5,92.2,1.5,2.8,52551.0,6.4,6.0,42.9,22.7,82.5,0,1,1,1,1,1,2,4,4,4
47386,2832,0.4,92.1,4.6,1.0,69836.0,9.5,3.9,41.8,14.5,87.6,0,1,1,1,1,1,1,4,4,4
47387,3904,0.9,96.3,0.2,0.2,61429.0,10.4,5.9,31.6,16.5,86.8,0,1,1,1,1,1,2,4,4,4
47388,3702,2.9,90.7,0.3,4.8,211087.0,4.2,2.6,59.1,8.3,67.1,0,1,1,1,1,5,5,7,7,7
47389,5088,6.1,87.4,0.2,4.3,173088.0,2.1,2.7,67.0,5.8,64.9,0,1,1,1,1,5,5,7,7,7
47390,4979,5.1,85.1,2.6,7.2,107917.0,10.1,3.9,62.2,8.0,72.2,0,1,1,1,1,5,1,1,1,1
47391,4989,8.8,86.8,1.5,2.0,125972.0,5.0,3.0,61.9,6.2,68.6,0,1,1,1,1,5,1,1,1,1
47392,2382,7.6,90.4,0.4,1.0,175875.0,3.0,3.9,68.4,4.1,75.9,0,1,1,1,1,5,5,7,7,7
47393,3165,2.5,95.8,1.0,0.7,116250.0,1.8,7.0,63.3,4.8,67.7,0,1,1,1,1,5,1,1,1,1
47394,2803,5.4,90.7,0.3,1.2,124000.0,5.3,4.2,62.9,8.8,74.6,0,1,1,1,1,5,1,1,1,1
47395,2770,0.2,95.8,1.7,1.6,119479.0,3.1,3.8,44.8,11.1,77.3,0,1,1,1,1,5,1,1,1,1
47396,7405,4.1,92.5,1.4,1.2,108850.0,4.5,3.9,51.9,8.9,77.1,0,1,1,1,1,5,1,1,1,1
47397,2039,1.8,94.5,0.0,2.5,136750.0,4.6,4.8,56.1,6.6,78.4,0,1,1,1,1,5,1,1,1,1
47398,6423,7.5,90.6,0.7,0.7,125953.0,7.8,6.2,51.7,14.0,78.5,0,1,1,1,1,5,1,1,1,1
47399,2867,6.3,88.9,0.6,1.3,110688.0,5.4,3.7,66.1,8.7,75.4,0,1,1,1,1,5,1,1,1,1
47400,4668,35.7,36.3,26.5,1.1,76429.0,10.8,7.2,37.8,22.4,72.3,0,1,1,1,1,1,1,3,0,0
47401,2002,11.6,79.9,4.0,4.0,90179.0,4.5,6.2,61.8,13.4,69.3,0,1,1,1,1,5,1,1,1,1
47402,5554,52.1,33.1,6.7,2.6,60319.0,20.1,5.0,29.5,30.9,66.4,0,0,0,3,0,0,0,0,0,0
47403,8165,53.2,31.6,8.4,2.8,65689.0,18.5,2.9,21.2,30.1,79.2,0,0,0,3,0,0,0,0,0,0
47404,4013,50.7,43.1,4.5,0.8,72969.0,27.0,9.5,29.8,40.3,64.4,0,0,0,3,0,0,0,0,0,0
47405,4889,23.6,64.8,6.3,3.0,94318.0,10.6,5.6,31.4,21.2,72.6,0,1,1,1,1,1,1,1,1,1
47406,4380,3.9,94.8,0.5,0.2,143641.0,4.2,3.2,54.9,10.9,65.6,0,1,1,1,1,5,1,1,1,1
47407,1362,16.6,73.9,2.3,4.3,145000.0,2.7,1.3,54.1,5.9,82.6,0,1,1,1,1,5,1,1,1,1
47408,4687,6.1,84.1,0.8,8.1,116528.0,1.7,4.5,54.9,7.7,73.3,0,1,1,1,1,5,1,1,1,1
47409,4341,5.5,67.5,23.1,2.4,72542.0,13.4,6.8,50.3,13.7,79.1,0,1,1,1,1,1,1,1,1,1
47410,1525,4.6,77.8,2.7,13.9,114861.0,4.1,8.0,56.8,6.2,76.9,0,1,1,1,1,5,1,1,1,1
47411,6739,17.6,53.6,17.8,5.1,87250.0,3.7,6.0,37.3,25.8,81.0,0,1,1,1,1,1,1,1,1,1
47412,3464,13.9,58.0,14.8,9.0,96771.0,8.6,7.2,52.6,15.0,75.0,0,1,1,1,1,5,1,1,1,1
47413,4168,9.2,86.3,2.5,0.6,109076.0,6.0,6.7,51.9,7.7,83.9,0,1,1,1,1,5,1,1,1,1
47414,2588,2.7,94.6,1.0,0.8,86806.0,0.5,5.1,43.6,11.0,69.0,0,1,1,1,1,1,1,1,1,1
47415,5681,7.9,90.6,0.5,0.5,66741.0,5.5,6.9,42.6,16.6,76.2,0,1,1,1,1,1,1,1,1,1
47416,3118,10.6,83.6,0.0,4.3,107118.0,3.8,4.0,48.3,17.7,80.9,0,1,1,1,1,1,1,1,1,1
47417,3322,5.2,92.9,0.0,0.8,126667.0,1.8,5.8,43.3,18.6,86.9,0,1,1,1,1,1,1,1,1,1
47418,6603,5.7,80.6,4.1,9.2,115792.0,2.1,4.2,45.3,13.0,79.4,0,1,1,1,1,5,1,1,1,1
47419,2852,5.9,90.2,0.0,3.6,118958.0,4.6,6.7,48.5,13.0,78.0,0,1,1,1,1,5,1,1,1,1
47420,2933,10.8,82.3,2.7,2.9,157240.0,1.2,3.3,48.2,14.6,77.0,0,1,1,1,1,5,1,1,1,1
47421,2539,3.7,91.7,1.5,3.2,132692.0,2.6,4.6,51.8,12.4,82.4,0,1,1,1,1,5,1,1,1,1
47422,5349,7.9,83.3,0.2,5.1,124167.0,2.0,1.9,58.7,7.4,71.9,0,1,1,1,1,5,1,1,1,1
47423,5245,17.1,72.3,1.7,8.2,106625.0,10.9,8.6,46.0,11.6,74.9,0,1,1,1,1,5,1,1,1,1
47424,4488,7.2,84.8,2.1,5.4,96438.0,4.7,7.7,44.4,14.2,86.4,0,1,1,1,1,1,1,1,1,1
47425,3751,2.1,83.5,3.7,10.2,163125.0,1.6,9.3,61.5,7.6,80.5,0,1,1,1,1,5,5,7,7,7
47426,4659,7.4,83.5,2.0,5.5,93542.0,7.5,4.8,49.5,9.9,80.9,0,1,1,1,1,5,1,1,1,1
47427,2454,6.5,65.2,4.2,13.1,131793.0,5.8,5.5,52.8,8.3,83.1,0,1,1,1,1,5,1,1,1,1
47428,4090,8.2,81.9,1.5,4.0,127244.0,4.1,3.5,50.0,13.5,78.3,0,1,1,1,1,5,1,1,1,1
47429,7771,10.2,81.8,2.2,5.6,119985.0,6.8,3.0,44.4,10.5,79.1,0,1,1,1,1,5,1,1,1,1
47430,7764,5.8,75.3,4.0,14.7,138887.0,3.8,5.1,53.0,9.3,75.6,0,1,1,1,1,5,1,1,1,1
47431,4596,7.6,77.8,2.1,11.4,158625.0,4.8,3.2,61.1,6.6,72.8,0,1,1,1,1,5,5,7,7,7
47432,3570,3.8,62.5,4.7,25.7,197411.0,2.3,4.7,56.2,5.6,78.9,0,1,1,1,1,5,5,7,7,7
47433,5512,8.5,60.3,7.8,21.1,155324.0,5.8,5.6,56.4,9.2,79.1,0,1,1,1,1,5,5,7,7,7
47434,6557,3.0,71.5,12.7,11.5,97465.0,2.3,7.8,55.5,4.8,70.8,0,1,1,1,1,5,1,1,1,1
47435,4117,17.3,64.4,2.7,11.8,105865.0,7.8,8.3,37.5,15.3,69.1,0,1,1,1,1,1,1,1,1,1
47436,2351,18.3,19.8,52.2,4.3,90000.0,4.8,4.0,34.1,21.0,73.0,0,1,1,2,2,2,6,2,2,2
47437,3674,25.0,69.4,3.8,1.8,93819.0,4.2,7.8,31.6,18.5,81.8,0,1,1,1,1,1,1,1,1,4
47438,3605,16.7,17.6,49.5,11.7,113447.0,2.2,6.0,44.0,14.4,77.8,0,1,1,1,1,5,1,1,1,1
47439,5226,32.7,2.0,58.8,0.3,68958.0,17.7,12.9,23.2,27.9,80.2,0,0,2,2,2,2,6,2,2,2
47440,4489,31.7,4.9,59.5,0.5,40905.0,32.2,10.6,22.0,29.0,75.9,0,0,2,2,3,3,6,5,8,2
47441,4984,27.0,6.4,64.2,0.7,95417.0,4.5,5.8,32.4,20.3,76.5,0,0,2,2,2,2,6,2,2,2
47442,6095,18.2,55.7,14.4,10.7,102426.0,2.7,9.4,40.1,16.9,81.1,0,1,1,1,1,1,1,1,1,1
47443,4811,21.7,67.2,3.3,4.1,91786.0,9.7,9.0,31.2,16.1,80.6,0,1,1,1,1,1,1,1,1,1
47444,5846,16.5,68.4,9.0,5.0,99980.0,4.9,8.7,42.1,12.9,83.7,0,1,1,1,1,1,1,1,1,1
47445,2212,23.8,50.0,9.8,14.7,103388.0,5.7,6.9,28.5,18.0,83.7,0,1,1,1,1,1,1,1,1,4
47446,3040,16.6,56.0,14.8,6.9,87167.0,8.0,6.2,31.4,21.2,77.1,0,1,1,1,1,1,2,4,4,4
47447,3874,8.4,69.1,9.2,11.6,108889.0,11.7,6.3,35.5,15.0,83.3,0,1,1,1,1,1,1,1,1,1
47448,3014,13.9,80.3,0.0,5.0,95040.0,4.5,2.2,40.9,18.4,90.0,0,1,1,1,1,1,1,1,1,1
47449,5289,15.5,44.6,34.3,4.9,61577.0,14.3,7.6,29.7,29.5,68.8,0,0,2,2,2,1,2,4,4,0
47450,4147,20.1,63.3,12.6,0.8,91523.0,3.9,7.7,36.0,17.5,78.1,0,1,1,1,1,1,1,1,1,1
47451,6329,19.9,72.0,0.4,4.8,87308.0,5.4,4.2,31.0,13.9,81.1,0,1,1,1,1,1,1,1,1,1
47452,4210,11.1,83.3,3.2,0.7,76829.0,7.6,3.5,31.2,14.0,87.0,0,1,1,1,1,1,1,1,1,4
47453,5815,17.9,64.8,6.5,7.0,84051.0,6.9,3.3,31.4,18.0,79.7,0,1,1,1,1,1,1,1,1,1
47454,4823,23.4,62.0,6.5,3.9,97170.0,7.2,5.7,31.8,14.9,76.3,0,1,1,1,1,1,1,1,1,1
47455,3193,14.0,79.7,1.8,1.3,82284.0,11.1,7.0,40.7,5.3,79.1,0,1,1,1,1,1,1,1,1,1
47456,3996,14.6,76.5,6.5,1.8,104453.0,4.1,2.6,29.8,21.8,83.6,0,1,1,1,1,1,1,1,1,1
47457,2105,39.0,27.2,26.5,3.7,56012.0,6.7,7.3,21.8,24.2,76.6,0,0,0,2,2,1,2,4,0,0
47458,9616,37.2,5.8,53.4,2.3,94531.0,7.3,4.7,23.3,27.2,83.3,0,0,0,2,2,2,6,2,0,0
47459,8190,32.6,10.9,54.1,0.9,63194.0,8.9,5.4,16.5,40.3,73.3,0,0,2,2,2,2,6,2,0,0
47460,1867,34.0,4.9,53.6,2.9,54417.0,10.5,1.5,29.6,22.9,73.1,0,0,2,2,2,2,6,2,2,2
47461,4611,28.9,63.1,5.1,1.6,95096.0,7.3,8.5,26.6,14.9,79.3,0,1,1,1,1,1,1,1,1,1
47462,6177,16.9,74.1,7.0,1.1,63750.0,4.9,6.4,21.8,27.0,75.3,0,1,1,1,1,1,2,4,4,4
47463,6253,34.2,54.7,9.3,1.6,78750.0,18.9,6.4,36.8,17.8,71.1,0,1,1,1,1,1,1,1,1,1
47464,3361,1.4,93.7,0.8,1.9,120000.0,2.5,4.7,46.7,13.2,72.9,0,1,1,1,1,5,1,1,1,1
47465,7095,61.5,21.7,14.0,1.6,69109.0,8.1,7.6,17.2,21.4,66.3,0,0,0,3,0,0,0,0,0,0
47466,8537,33.9,51.2,6.8,2.8,78466.0,5.9,6.2,26.4,24.0,74.9,0,1,1,1,1,1,1,1,1,0
47467,3927,16.6,77.3,3.9,0.9,75265.0,7.2,3.1,36.7,13.9,81.4,0,1,1,1,1,1,1,1,1,4
47468,3367,16.7,77.8,0.6,1.0,78382.0,5.3,13.2,26.3,18.3,85.0,0,1,1,1,1,1,2,4,4,4
47469,5668,19.1,73.6,2.4,1.6,79688.0,6.2,5.8,28.3,24.3,83.1,0,1,1,1,1,1,1,4,4,4
47470,4862,18.4,75.7,3.3,1.9,91319.0,5.4,4.1,30.4,17.6,82.8,0,1,1,1,1,1,1,1,1,1
47471,3463,18.8,69.9,9.8,0.0,109293.0,2.0,5.0,35.2,17.9,78.5,0,1,1,1,1,1,1,1,1,1
47472,4856,20.0,77.7,1.9,0.0,92697.0,9.3,3.6,39.4,18.8,87.8,0,1,1,1,1,1,1,1,1,1
47473,3264,17.0,81.1,0.0,1.1,79750.0,3.7,5.3,30.1,14.8,76.9,0,1,1,1,1,1,1,4,4,4
47474,5144,17.4,78.1,0.0,3.5,87222.0,5.3,5.6,26.8,17.7,80.0,0,1,1,1,1,1,1,1,1,1
47475,6300,16.3,74.2,1.5,6.6,70923.0,6.1,3.8,38.1,16.4,78.9,0,1,1,1,1,1,1,1,1,1
47476,3862,10.8,86.4,1.3,0.9,87727.0,2.7,4.3,40.6,7.0,71.1,0,1,1,1,1,1,1,1,1,1
47477,3357,8.4,90.7,0.0,0.9,102933.0,3.2,4.7,35.8,12.4,81.1,0,1,1,1,1,1,1,1,1,1
47478,5432,6.8,79.9,1.3,3.3,128875.0,4.4,3.0,52.0,11.1,70.7,0,1,1,1,1,5,1,1,1,1
47479,2665,9.5,86.5,0.2,2.0,126667.0,3.0,4.4,43.0,11.3,73.4,0,1,1,1,1,5,1,1,1,1
47480,4080,8.8,85.0,0.3,5.0,116250.0,5.6,3.0,53.9,10.2,70.9,0,1,1,1,1,5,1,1,1,1
47481,5569,3.1,85.0,2.0,7.9,84846.0,1.2,3.8,41.9,8.8,83.7,0,1,1,1,1,1,1,1,1,1
47482,3732,2.1,95.5,0.1,2.1,157933.0,4.1,2.8,65.2,4.8,73.4,0,1,1,1,1,5,5,7,7,7
