,TotalPop,Hispanic,White,Black,Asian,Income,Poverty,Unemployment,Professional,Service,Drive,1,2,3,4,5,6,7,8,9,10
44310,3022,16.3,57.0,4.6,21.1,77216.0,16.0,3.3,42.6,17.9,25.1,0,1,1,0,4,4,4,3,3,3
44311,1708,11.8,40.6,36.1,6.2,79083.0,7.6,7.2,69.1,8.9,8.7,0,1,1,1,1,5,5,3,3,3
44312,4245,15.1,58.6,1.8,21.8,67105.0,13.0,4.6,50.3,15.3,23.6,0,1,1,0,4,4,5,3,3,3
44313,1175,2.7,74.6,5.4,11.7,136176.0,5.2,2.3,78.1,8.1,2.5,0,1,1,1,1,5,5,7,7,7
44314,1506,4.9,71.2,0.0,16.4,86000.0,7.2,5.9,47.5,18.9,43.4,0,1,1,1,1,1,1,3,3,3
44315,2411,16.0,56.8,7.9,13.5,108214.0,7.3,7.4,69.7,11.8,4.2,0,1,1,1,1,5,5,7,7,3
44316,3649,9.0,64.7,11.9,11.6,121818.0,5.3,3.5,67.8,11.2,3.0,0,1,1,1,1,5,5,7,7,7
44317,3336,14.8,61.3,8.7,8.3,120368.0,7.1,5.2,74.9,9.9,4.3,0,1,1,1,1,5,5,7,7,7
44318,2373,8.2,81.3,0.5,9.6,108125.0,2.2,4.0,63.9,9.0,29.9,0,1,1,1,1,5,5,7,7,7
44319,3651,3.9,81.1,2.1,7.2,145721.0,3.5,4.0,74.8,5.1,4.5,0,1,1,1,1,5,5,7,7,7
44320,1378,5.2,82.3,0.6,11.9,103750.0,3.5,6.3,66.1,13.0,27.2,0,1,1,1,1,5,5,7,7,3
44321,2025,17.6,56.4,14.4,6.7,107198.0,6.0,9.0,72.7,5.8,13.9,0,1,1,1,1,5,5,7,7,3
44322,2631,16.4,61.3,11.1,7.4,125833.0,5.6,4.3,81.0,3.0,6.9,0,1,1,1,1,5,5,7,7,7
44323,2369,14.1,73.6,0.9,10.2,104890.0,2.7,5.7,71.3,11.2,45.0,0,1,1,1,1,5,5,7,7,3
44324,2523,20.3,66.1,2.2,4.7,99792.0,4.4,2.9,71.5,9.0,9.3,0,1,1,1,1,5,5,7,7,7
44325,1662,7.3,78.2,0.6,13.1,31302.0,25.8,8.8,62.3,14.6,21.0,0,1,1,1,1,1,2,3,3,3
44326,2424,4.4,86.0,3.3,5.2,74083.0,11.3,4.0,50.9,7.8,26.5,0,1,1,1,1,5,5,3,3,3
44327,2420,34.5,49.9,9.6,1.7,93750.0,20.0,4.8,56.4,18.3,14.0,0,1,1,1,1,5,5,3,3,3
44328,3054,12.3,73.9,1.9,9.2,67015.0,20.7,5.8,65.6,6.0,19.4,0,1,1,1,1,5,5,3,3,3
44329,2302,9.3,83.0,2.8,2.1,76413.0,8.4,8.6,56.6,6.7,19.8,0,1,1,1,1,5,5,3,3,3
44330,1608,13.4,72.6,0.4,12.4,66750.0,9.5,4.9,60.9,6.9,19.6,0,1,1,1,1,5,5,3,3,3
44331,3205,19.4,60.2,1.3,16.1,46985.0,25.7,9.1,44.4,18.7,21.8,0,1,0,0,4,4,4,3,3,3
44332,1337,27.8,60.5,4.5,1.3,70833.0,12.3,3.0,61.5,13.2,9.0,0,1,1,1,1,5,5,3,3,3
44333,2745,20.3,59.1,0.3,18.5,86800.0,15.2,6.6,38.0,23.7,19.1,0,1,1,0,4,4,4,3,3,3
44334,2908,17.1,60.2,7.7,14.0,63750.0,18.4,4.7,53.4,15.5,22.9,0,1,1,0,1,5,5,3,3,3
44335,1967,8.1,79.5,0.5,5.8,111313.0,3.7,3.5,83.1,2.8,8.2,0,1,1,1,1,5,5,7,7,7
44336,3171,11.4,75.1,1.6,9.3,71781.0,10.8,8.4,54.2,14.7,25.4,0,1,1,1,1,5,5,3,3,3
44337,5874,6.2,83.6,1.5,4.4,156712.0,5.6,4.1,85.0,4.3,7.5,0,1,1,1,1,5,5,7,7,7
44338,3566,25.7,60.7,0.2,11.6,62910.0,9.9,9.0,44.1,15.2,16.7,0,1,1,0,1,1,2,3,3,3
44339,3941,8.4,81.9,1.1,3.6,158194.0,4.5,6.3,76.5,7.9,9.4,0,1,1,1,1,5,5,7,7,7
44340,4771,30.2,45.6,1.7,19.9,45917.0,22.4,10.7,41.7,14.0,21.0,0,0,0,0,4,4,4,3,3,3
44341,3581,10.7,75.0,4.9,4.8,132500.0,4.0,3.9,80.8,5.2,6.7,0,1,1,1,1,5,5,7,7,7
44342,2552,21.9,53.1,5.8,16.4,50380.0,17.4,5.4,51.8,23.0,21.2,0,1,1,0,4,4,4,3,3,3
44343,4830,43.9,18.7,31.1,4.1,34719.0,27.0,17.7,42.5,17.9,4.8,0,0,2,3,0,0,0,0,5,5
44344,2073,63.5,10.2,1.6,24.4,36250.0,43.5,5.8,13.7,27.9,6.3,0,0,0,3,0,0,0,0,0,5
44345,5856,69.3,7.4,0.6,21.8,34850.0,43.0,8.4,17.3,33.6,7.0,0,0,0,3,0,0,0,0,5,5
44346,4700,14.5,76.9,0.0,6.4,154375.0,3.4,4.2,72.9,5.0,5.4,0,1,1,1,1,5,5,7,7,7
44347,5124,61.7,14.1,2.2,20.9,38125.0,37.9,9.3,26.3,33.5,8.6,0,0,0,3,0,0,0,0,5,5
44348,5105,17.8,69.5,1.5,7.0,135938.0,4.5,5.3,71.5,7.1,10.6,0,1,1,1,1,5,5,7,7,7
44349,5459,77.5,8.5,3.0,10.8,47143.0,24.2,6.7,19.7,32.4,9.0,0,0,0,3,0,0,0,0,0,5
44350,3835,73.1,17.7,2.4,6.1,59432.0,16.6,5.6,29.4,23.0,8.6,0,0,0,3,0,0,0,0,0,0
44351,4275,71.5,12.0,1.5,12.4,40850.0,34.0,11.3,35.9,30.9,10.0,0,0,0,3,0,0,0,0,5,5
44352,3895,70.8,18.9,2.0,6.4,49821.0,17.5,6.1,21.1,24.0,5.9,0,0,0,3,0,0,0,0,0,0
44353,7559,44.3,1.1,47.8,5.2,13207.0,47.9,30.9,16.6,33.5,8.6,0,0,2,3,3,3,3,5,8,8
44355,3042,52.9,28.1,3.8,11.8,64246.0,10.3,5.6,39.2,24.3,2.9,0,0,0,0,0,0,0,3,0,0
44356,3245,47.5,9.7,2.4,39.1,38919.0,24.8,8.5,19.4,31.9,8.4,0,0,0,0,4,4,4,6,6,9
44357,5703,36.0,8.1,2.7,52.4,43104.0,44.6,9.6,18.8,39.9,7.3,0,0,0,0,4,4,4,6,6,9
44358,5429,20.5,12.4,2.1,64.8,42104.0,31.1,6.5,23.0,42.0,14.6,0,0,0,0,4,4,4,6,6,9
44359,6477,51.1,13.8,2.0,28.8,40581.0,30.7,9.1,18.4,39.8,11.9,0,0,0,3,0,0,0,0,5,5
44360,7403,51.2,4.4,2.2,42.0,38696.0,45.0,6.2,10.4,41.4,8.6,0,0,0,3,0,0,0,0,5,5
44361,6459,35.8,7.7,0.1,55.9,40938.0,36.1,7.3,13.1,45.8,8.5,0,0,0,0,4,4,4,6,6,9
44362,4459,59.0,23.2,3.1,11.0,64612.0,21.2,6.2,31.1,20.6,10.2,0,0,0,3,0,0,0,0,0,0
44363,5081,25.1,5.7,0.1,69.2,53550.0,25.4,3.1,16.2,41.4,5.9,0,0,0,0,4,4,4,6,6,9
44364,5677,9.6,6.8,0.2,81.0,42697.0,24.9,4.1,17.7,42.9,15.7,0,0,0,0,4,4,4,6,6,9
44365,4862,11.1,6.4,0.2,80.2,41047.0,34.4,6.4,22.9,34.5,7.2,0,0,0,0,4,4,4,6,6,9
44366,4303,17.0,9.4,1.0,72.7,38042.0,31.8,7.6,9.9,50.1,6.8,0,0,0,0,4,4,4,6,6,9
44367,2702,31.2,31.6,0.8,34.1,55625.0,26.3,6.6,25.3,26.5,17.1,0,0,0,0,4,4,4,6,6,9
44368,6561,36.1,37.8,2.0,23.7,30662.0,34.8,7.5,21.2,40.3,10.4,0,0,0,3,0,0,0,0,5,5
44369,4538,11.7,51.3,6.7,28.2,43965.0,35.7,3.6,26.8,36.4,14.0,0,0,0,0,4,4,4,6,6,9
44370,3683,6.6,14.2,1.4,77.3,40000.0,34.5,5.4,17.4,37.9,12.9,0,0,0,0,4,4,4,6,6,9
44371,2851,26.6,55.6,4.4,7.9,91307.0,10.2,6.6,62.5,14.2,8.7,0,1,1,1,1,5,5,3,3,3
44372,2112,14.3,5.1,0.0,80.3,31597.0,30.7,9.3,9.7,47.6,14.6,0,0,0,0,4,4,4,6,6,9
44373,1529,16.2,66.8,4.6,5.7,91397.0,10.2,7.9,71.6,9.9,10.0,0,1,1,1,1,5,5,7,3,3
44374,1154,15.2,5.9,0.0,78.4,32708.0,23.7,8.9,21.1,41.9,18.7,0,0,0,0,4,4,4,6,6,9
44375,1948,32.3,55.0,3.0,8.7,101786.0,12.6,2.7,60.7,5.7,14.4,0,1,1,1,1,5,5,7,3,3
44376,5945,48.1,10.1,0.0,41.2,41061.0,33.6,13.1,14.9,39.5,10.8,0,0,0,3,0,0,0,0,5,5
44377,2909,26.3,29.8,2.3,36.5,47375.0,20.5,7.3,25.0,32.3,15.9,0,0,0,0,4,4,4,6,6,9
44378,4768,23.0,26.6,41.1,7.9,53245.0,35.2,10.8,50.3,19.6,5.6,0,0,2,2,2,2,6,3,3,2
44379,2326,4.0,28.3,2.9,64.1,37128.0,33.5,5.3,24.2,31.7,17.3,0,0,0,0,4,4,4,6,6,9
44380,2429,26.3,61.3,6.0,2.6,104331.0,9.2,3.9,79.0,10.1,2.5,0,1,1,1,1,5,5,7,7,7
44381,2114,22.3,62.3,6.8,4.5,110694.0,8.3,3.6,81.3,5.7,5.2,0,1,1,1,1,5,5,7,7,7
44382,5244,27.5,44.5,3.2,21.7,61410.0,24.3,7.5,37.6,19.6,15.3,0,0,0,0,4,4,4,3,3,3
44383,4254,16.2,60.1,7.1,10.5,130156.0,6.0,2.8,71.9,11.2,7.9,0,1,1,1,1,5,5,7,7,7
44384,2044,18.9,29.2,0.0,51.5,53065.0,24.5,5.4,34.2,19.2,24.7,0,0,0,0,4,4,4,6,6,9
44385,4462,14.6,66.9,2.8,10.0,156467.0,4.9,3.9,80.5,3.7,4.6,0,1,1,1,1,5,5,7,7,7
44386,4035,15.3,63.0,0.4,19.9,74602.0,7.3,7.4,56.2,16.1,16.9,0,1,1,0,4,5,5,3,3,3
44387,3733,10.4,71.3,1.8,7.8,134536.0,8.3,3.0,80.1,5.0,12.2,0,1,1,1,1,5,5,7,7,7
44388,3919,12.8,72.9,0.5,12.3,68719.0,14.2,7.0,53.9,12.6,20.6,0,1,1,1,1,5,5,3,3,3
44389,3494,19.1,60.0,6.9,7.6,109081.0,14.7,5.8,67.8,7.0,11.9,0,1,1,1,1,5,5,7,7,7
44390,3197,19.2,59.9,1.8,14.5,56053.0,17.7,3.8,40.6,30.2,26.3,0,1,0,0,4,4,4,3,3,3
44391,3520,14.2,64.4,9.0,8.2,120580.0,10.9,4.0,76.1,4.2,8.4,0,1,1,1,1,5,5,7,7,7
44392,1931,11.5,69.7,3.1,15.7,70982.0,9.4,3.4,44.0,24.8,32.6,0,1,1,1,1,1,2,3,3,3
44393,3256,21.6,56.9,3.1,10.7,102835.0,9.9,6.3,73.6,9.2,6.0,0,1,1,1,1,5,5,7,7,3
44394,3084,22.1,63.1,0.8,12.0,58309.0,12.6,9.7,42.1,14.3,25.1,0,1,1,1,1,1,2,3,3,3
44395,3631,41.1,45.9,1.7,7.1,102470.0,12.5,3.8,62.8,14.8,13.4,0,1,1,1,1,5,5,3,3,3
44396,4078,33.2,51.8,3.3,6.1,73109.0,12.3,4.4,54.3,20.0,8.4,0,1,1,0,1,5,5,3,3,3
44397,2535,43.6,45.4,2.7,4.8,87679.0,13.5,6.0,55.5,17.8,13.8,0,1,1,0,1,5,5,3,3,3
44398,1289,0.6,85.4,0.0,10.0,56750.0,14.6,10.5,48.3,16.0,36.9,0,1,1,1,1,1,2,3,3,3
44399,6318,24.3,63.3,2.2,5.0,124028.0,6.1,5.3,62.5,15.6,12.0,0,1,1,1,1,5,5,7,7,7
44400,1547,7.9,74.9,0.3,16.4,75750.0,10.2,0.8,49.1,10.2,29.7,0,1,1,1,1,5,5,3,3,3
44401,4185,18.1,63.6,4.9,5.1,122456.0,6.7,5.3,73.3,7.4,8.6,0,1,1,1,1,5,5,7,7,7
44402,2465,14.7,61.4,2.6,20.1,84375.0,4.4,6.8,46.2,13.4,31.7,0,1,1,0,1,5,5,3,3,3
44403,2843,13.8,70.8,3.9,8.4,141250.0,1.9,5.7,83.5,1.8,7.4,0,1,1,1,1,5,5,7,7,7
44405,3741,6.8,76.3,8.7,3.5,143641.0,5.9,4.8,81.3,4.6,9.0,0,1,1,1,1,5,5,7,7,7
44406,4079,9.3,72.7,3.3,9.8,120272.0,2.5,3.6,77.8,2.5,5.8,0,1,1,1,1,5,5,7,7,7
44407,5161,4.2,81.7,3.4,5.7,130021.0,6.7,3.5,86.1,3.9,5.5,0,1,1,1,1,5,5,7,7,7
44408,3983,20.0,54.5,3.4,19.0,64118.0,14.7,5.4,42.0,22.8,19.3,0,1,1,0,4,4,4,3,3,3
44409,3243,14.4,63.9,10.7,6.1,113438.0,13.4,3.9,72.4,8.6,5.6,0,1,1,1,1,5,5,7,7,7
44410,2062,14.3,77.0,1.7,5.5,75694.0,10.3,8.1,59.5,13.5,23.2,0,1,1,1,1,5,5,3,3,3
44411,3225,5.3,66.7,14.5,7.9,99938.0,12.0,6.0,69.6,10.5,9.3,0,1,1,1,1,5,5,7,7,3
44412,774,11.1,53.9,18.3,6.6,90875.0,12.6,0.0,53.2,25.8,31.8,0,1,1,1,1,5,5,3,3,3
44413,5859,6.7,75.5,2.2,8.6,152143.0,4.7,1.8,82.0,4.2,5.5,0,1,1,1,1,5,5,7,7,7
44414,1798,7.0,84.1,0.0,8.8,102829.0,2.7,5.2,50.2,10.8,33.6,0,1,1,1,1,5,5,3,3,3
44415,5800,6.1,81.7,1.9,6.8,141316.0,2.6,2.1,78.1,5.8,5.9,0,1,1,1,1,5,5,7,7,7
44416,1676,4.7,62.1,0.0,29.6,77321.0,5.4,2.8,54.4,10.0,37.4,0,1,1,0,4,5,5,3,3,3
44417,4739,16.9,67.8,1.3,11.1,82732.0,11.6,4.4,72.2,11.3,11.0,0,1,1,1,1,5,5,7,7,3
44418,3419,15.3,46.1,2.0,36.6,66510.0,12.0,7.9,32.7,17.0,33.3,0,1,0,0,4,4,4,6,6,9
44419,4098,10.8,80.9,0.9,5.6,114773.0,4.6,4.4,68.5,7.7,13.9,0,1,1,1,1,5,5,7,7,7
44420,3360,21.8,41.5,0.0,33.2,62196.0,12.1,4.5,39.9,25.9,34.6,0,1,0,0,4,4,4,6,6,9
44421,2081,9.5,63.5,0.0,24.9,100099.0,2.8,7.6,53.3,10.9,38.5,0,1,1,1,1,5,5,3,3,3
44423,2571,23.5,41.6,0.9,34.1,59338.0,19.0,3.9,37.8,24.5,25.6,0,0,0,0,4,4,4,6,6,9
44425,3058,30.8,23.0,3.1,38.9,60733.0,15.5,7.9,22.4,21.5,20.5,0,0,0,0,4,4,4,6,6,9
44426,4540,16.3,18.0,56.3,4.7,52266.0,18.3,10.7,54.4,12.8,8.3,0,0,2,2,2,2,6,2,2,2
44427,3298,21.6,37.8,0.0,39.9,66346.0,14.6,5.4,32.0,21.6,18.6,0,0,0,0,4,4,4,6,6,9
44428,3619,12.0,49.6,29.0,6.9,83981.0,5.7,5.2,76.4,6.4,3.1,0,1,1,1,1,5,5,7,7,3
44429,3574,15.5,32.3,2.5,48.5,60208.0,19.5,7.9,26.1,35.7,19.2,0,0,0,0,4,4,4,6,6,9
44430,2817,8.1,62.5,16.7,4.9,104196.0,8.4,5.7,75.4,6.7,4.0,0,1,1,1,1,5,5,7,7,7
44431,2993,4.7,46.0,0.0,49.3,79964.0,11.3,7.0,37.6,14.7,32.5,0,1,1,0,4,4,4,6,6,9
44432,4951,24.3,6.6,56.2,10.7,24268.0,43.2,18.6,21.4,33.3,6.7,0,0,2,3,3,3,3,5,8,8
44433,2158,5.7,53.6,0.4,38.9,66600.0,9.8,6.3,33.9,23.5,25.9,0,1,0,0,4,4,4,6,6,9
44434,1614,29.5,35.7,22.7,8.7,68500.0,19.3,8.0,53.4,16.6,9.2,0,0,0,0,4,4,5,3,3,3
44435,2875,12.7,50.0,0.2,36.5,64406.0,10.6,5.3,36.0,17.0,22.2,0,1,1,0,4,4,4,6,6,9
44436,4682,26.9,31.0,0.6,41.2,42891.0,20.7,15.3,28.3,28.5,20.7,0,0,0,0,4,4,4,6,6,9
44437,2826,14.1,51.5,21.7,6.0,86225.0,17.7,5.5,65.3,14.0,7.0,0,1,1,1,1,5,5,3,3,3
44438,3702,12.7,50.2,0.7,35.8,41442.0,20.3,4.1,30.7,28.3,19.0,0,0,0,0,4,4,4,6,6,9
44439,5861,13.9,31.0,44.5,8.5,54615.0,18.7,11.5,48.5,14.0,16.0,0,0,2,2,2,2,6,3,3,2
44440,4031,24.6,21.6,0.4,53.3,47632.0,20.6,8.5,14.1,34.0,20.1,0,0,0,0,4,4,4,6,6,9
44441,3901,10.3,41.9,38.1,7.5,78964.0,10.5,4.1,61.4,10.2,9.1,0,1,1,1,1,5,5,3,3,3
44442,4430,23.4,36.7,0.4,38.5,38973.0,25.8,13.4,26.4,33.0,24.1,0,0,0,0,4,4,4,6,6,9
44443,3561,6.6,47.1,35.4,6.1,90487.0,12.5,5.8,74.3,11.0,7.4,0,1,1,1,1,5,5,7,7,3
44444,1860,11.9,48.0,0.4,39.7,58750.0,16.2,2.7,44.8,20.9,31.2,0,1,1,0,4,4,4,6,6,9
44445,3829,8.2,48.4,32.7,4.7,82955.0,10.3,5.1,64.3,9.1,9.6,0,1,1,1,1,5,5,3,3,3
44446,2335,16.1,47.3,0.5,36.1,56667.0,19.3,3.8,31.9,21.9,39.8,0,1,0,0,4,4,4,6,6,9
44447,3735,10.4,42.7,35.2,4.5,94375.0,5.9,6.6,64.7,12.6,8.4,0,1,1,1,1,5,5,7,3,3
44448,2154,5.5,61.1,0.0,33.4,94063.0,5.6,12.2,41.9,21.9,41.0,0,1,1,0,4,4,4,3,3,3
44449,1764,15.1,38.3,28.1,15.4,103571.0,12.7,8.5,65.2,13.6,7.7,0,1,1,0,4,5,5,3,3,3
44450,1992,1.2,68.1,0.0,30.1,75991.0,10.6,8.7,36.2,24.7,34.4,0,1,1,0,4,4,4,3,3,3
44451,2907,4.1,52.5,26.0,9.2,83901.0,7.0,5.6,58.6,11.8,8.3,0,1,1,1,1,5,5,3,3,3
44452,2347,13.0,59.2,1.3,26.5,81324.0,8.6,6.2,40.6,19.3,38.8,0,1,1,0,4,4,4,3,3,3
44453,4708,15.1,54.2,18.0,5.9,113574.0,5.8,3.2,75.9,12.5,8.1,0,1,1,1,1,5,5,7,7,7
44454,3216,8.2,33.3,0.8,51.8,52679.0,18.5,10.5,39.7,17.4,21.1,0,0,0,0,4,4,4,6,6,9
44455,4380,18.1,29.3,0.9,49.8,37623.0,24.1,8.3,24.1,23.0,22.6,0,0,0,0,4,4,4,6,6,9
44456,1829,37.1,21.4,34.4,5.6,58849.0,9.7,6.2,44.8,24.9,19.9,0,0,0,2,2,2,6,3,0,0
44457,4858,8.7,23.8,0.0,66.8,40472.0,25.1,8.0,17.8,36.9,14.9,0,0,0,0,4,4,4,6,6,9
44458,4228,6.3,18.9,70.8,1.3,42480.0,19.9,16.8,44.4,28.7,7.2,0,0,2,2,2,2,6,2,2,2
44459,2194,7.3,48.7,0.0,43.4,54375.0,37.4,6.0,18.9,37.8,15.0,0,0,0,0,4,4,4,6,6,9
44460,5406,10.1,33.4,42.7,6.0,67857.0,17.3,6.9,62.7,21.2,3.5,0,0,2,2,2,2,6,3,3,3
44461,4533,3.4,86.0,0.0,10.5,42400.0,28.1,7.4,37.4,15.0,16.1,0,1,1,1,1,1,2,3,3,6
44462,4035,19.9,21.8,45.3,8.4,60219.0,15.6,5.3,52.6,21.4,7.8,0,0,2,2,2,2,6,3,3,2
44463,3892,8.9,85.1,0.8,3.1,32469.0,48.8,6.5,38.8,9.6,18.9,0,1,1,1,1,1,2,3,3,6
44464,3576,11.6,23.6,56.4,6.3,62621.0,17.4,4.0,52.0,17.6,9.2,0,0,2,2,2,2,6,2,2,2
44465,4924,3.4,87.9,2.8,5.9,31732.0,48.0,5.4,27.7,15.3,6.8,0,0,0,1,1,1,2,3,3,6
44466,4174,12.3,33.2,44.8,4.4,50434.0,22.3,9.0,53.6,19.6,5.2,0,0,2,2,2,2,6,3,3,2
44467,4281,5.8,90.9,0.0,3.3,36033.0,45.3,4.4,36.0,16.6,16.4,0,1,1,1,1,1,2,3,3,6
44468,5780,13.7,72.0,0.1,14.2,37813.0,44.4,4.3,36.9,18.1,21.0,0,0,0,0,4,4,2,3,3,6
44469,2261,54.9,32.3,2.5,9.0,46573.0,26.4,4.9,15.7,27.9,25.5,0,0,0,3,0,0,0,0,0,0
44470,3556,7.6,28.0,55.6,3.4,76549.0,11.5,6.8,47.6,26.8,6.3,0,0,2,2,2,2,6,2,2,2
44471,3748,9.2,60.9,1.3,27.6,32685.0,37.4,4.1,31.6,16.8,20.6,0,0,0,0,4,4,4,3,3,6
44472,3862,7.4,35.7,45.6,8.6,64935.0,17.8,4.2,66.0,12.9,7.3,0,1,1,2,2,5,5,3,3,3
44473,4288,17.3,71.2,2.1,8.0,37404.0,34.4,4.6,25.0,30.9,19.3,0,0,0,3,0,0,2,3,3,6
44474,3376,11.2,36.8,41.8,4.6,71188.0,8.4,8.6,52.3,14.2,15.3,0,1,1,2,2,2,6,3,3,3
44475,5073,14.8,77.4,0.0,7.8,36617.0,47.4,3.1,30.5,17.0,12.4,0,0,0,0,4,1,2,3,3,6
44476,5153,20.3,22.8,49.5,4.5,35938.0,28.7,11.6,44.4,25.9,9.2,0,0,2,2,2,2,6,2,2,2
44477,4667,3.0,96.5,0.0,0.0,28438.0,52.2,2.4,45.2,8.1,20.7,0,1,1,1,1,1,2,3,3,6
44478,4062,18.8,55.6,16.7,6.4,51678.0,36.9,5.6,48.8,12.7,16.3,0,1,1,0,1,1,2,3,3,3
44479,5669,1.3,93.1,0.3,4.4,23600.0,55.8,5.1,35.6,9.1,14.5,0,1,1,1,1,1,2,3,3,6
44480,3990,7.4,91.2,0.0,0.0,28399.0,35.1,7.2,45.5,12.2,16.2,0,1,1,1,1,1,2,3,3,6
44481,4626,3.2,94.0,1.5,0.0,31019.0,46.3,5.2,33.9,16.0,28.1,0,1,1,1,1,1,2,3,3,6
44482,2501,16.9,51.5,24.5,4.7,59798.0,24.5,5.7,55.2,11.5,10.1,0,1,1,1,1,5,5,3,3,3
44483,2994,4.3,89.6,0.0,6.1,61591.0,22.2,6.6,35.1,14.1,25.3,0,1,1,1,1,1,2,3,3,3
44484,4020,14.4,33.2,43.1,4.8,56047.0,17.5,8.8,56.3,17.4,5.4,0,0,2,2,2,2,6,3,3,3
44485,4039,10.1,79.5,0.4,10.0,52692.0,42.6,5.5,35.7,25.2,24.1,0,0,0,0,4,1,2,3,3,6
44486,4535,4.9,20.6,64.2,8.0,64000.0,16.4,13.1,47.6,14.9,16.0,0,0,2,2,2,2,6,2,2,2
44487,2892,7.1,55.4,0.0,35.7,46027.0,14.4,10.5,34.4,18.1,27.8,0,1,0,0,4,4,4,6,6,9
44488,2398,9.1,21.5,57.7,8.4,45769.0,23.2,7.6,39.3,24.1,3.2,0,0,2,2,2,2,6,2,2,2
44489,3013,20.9,34.2,1.7,37.4,50739.0,21.4,3.2,24.0,24.8,16.2,0,0,0,0,4,4,4,6,6,9
44490,4630,6.4,22.8,66.6,3.0,66455.0,13.0,8.2,44.8,18.1,15.6,0,0,2,2,2,2,6,2,2,2
44491,1539,11.7,20.9,0.0,65.0,52852.0,12.0,6.5,22.1,31.7,15.6,0,0,0,0,4,4,4,6,6,9
44492,3547,14.7,13.6,66.2,2.9,33321.0,28.1,14.1,33.6,30.8,9.5,0,0,2,2,2,2,6,2,2,2
44493,5310,18.3,41.4,2.9,35.2,47315.0,14.9,10.1,24.4,28.0,21.4,0,0,0,0,4,4,4,6,6,9
44494,2936,10.9,34.0,47.3,6.7,50799.0,21.7,12.1,47.3,18.2,12.5,0,0,2,2,2,2,6,2,2,2
44495,4280,8.8,29.7,0.0,59.4,46454.0,22.4,9.8,26.2,16.4,19.7,0,0,0,0,4,4,4,6,6,9
44496,5569,64.0,2.8,30.0,1.8,20776.0,44.5,16.4,12.4,40.9,6.0,0,0,0,3,0,0,3,0,5,5
44497,3338,4.4,30.5,2.5,56.7,49236.0,19.9,7.5,22.7,29.6,21.3,0,0,0,0,4,4,4,6,6,9
44498,2111,41.8,21.2,28.8,5.7,63021.0,31.5,13.9,34.6,19.5,18.8,0,0,2,3,3,3,0,5,0,0
44499,4888,22.0,35.3,0.0,42.2,41375.0,25.3,8.3,29.2,26.3,13.8,0,0,0,0,4,4,4,6,6,9
44500,2158,32.8,25.8,40.2,0.7,53033.0,20.7,12.5,35.1,20.7,6.3,0,0,2,2,2,2,6,2,2,2
44501,3826,47.4,0.0,50.9,1.2,16448.0,64.5,31.3,12.7,48.1,7.8,0,0,2,3,3,3,3,5,8,8
44502,3310,10.6,31.4,1.4,54.5,46667.0,19.5,10.8,29.9,22.8,12.4,0,0,0,0,4,4,4,6,6,9
44503,4993,37.5,19.2,39.3,2.5,42398.0,31.6,5.4,54.3,18.1,8.8,0,0,0,2,0,0,0,3,0,0
44504,2548,16.8,37.4,1.7,42.5,49357.0,18.5,12.4,26.5,31.3,26.5,0,0,0,0,4,4,4,6,6,9
44505,1834,11.4,19.0,65.7,2.1,38631.0,27.3,9.0,39.1,36.3,10.2,0,0,2,2,2,2,6,2,2,2
44506,4931,19.5,33.5,1.4,44.3,46027.0,13.8,5.7,25.4,24.3,21.7,0,0,0,0,4,4,4,6,6,9
44507,4011,15.7,25.6,54.9,1.4,58603.0,20.5,10.0,47.1,19.9,11.6,0,0,2,2,2,2,6,2,2,2
44508,3464,15.3,29.6,0.1,54.8,46974.0,12.7,8.8,25.9,36.6,13.5,0,0,0,0,4,4,4,6,6,9
44509,3937,13.2,23.5,59.8,2.3,50811.0,19.7,14.4,43.5,17.5,13.0,0,0,2,2,2,2,6,2,2,2
44510,3841,20.5,45.6,0.1,33.8,46544.0,18.1,6.7,24.8,34.0,25.4,0,0,0,0,4,4,4,6,6,9
44511,3302,11.4,7.1,73.3,6.9,62125.0,18.9,9.1,41.4,31.4,7.8,0,0,2,2,2,2,6,2,2,2
44512,2450,2.5,66.2,1.1,29.4,60741.0,15.8,5.2,33.4,24.3,23.1,0,1,1,0,4,4,4,3,3,3
44513,2874,8.0,8.2,75.8,4.5,40357.0,20.4,9.0,37.1,19.7,14.1,0,0,2,2,2,2,6,2,2,2
44514,3565,17.8,49.6,0.0,29.8,55231.0,20.4,5.5,37.8,21.0,14.5,0,0,0,0,4,4,4,3,3,9
44515,3228,3.6,8.4,84.4,1.8,45900.0,19.7,7.0,39.3,26.3,19.6,0,0,2,2,2,2,6,2,2,2
44516,3019,16.3,50.8,0.0,32.9,48750.0,17.6,6.0,40.6,22.8,23.3,0,1,0,0,4,4,4,6,6,9
44517,4630,9.6,14.6,65.1,6.0,73571.0,17.3,9.7,46.7,22.6,19.1,0,0,2,2,2,2,6,2,2,2
44518,4103,28.1,32.0,0.0,40.0,53813.0,20.7,7.4,25.6,24.9,10.8,0,0,0,0,4,4,4,6,6,9
44519,4630,10.9,8.5,77.2,0.9,40790.0,33.6,13.5,35.5,30.6,16.1,0,0,2,2,2,2,6,2,2,2
44520,3181,5.6,46.8,1.9,44.0,56607.0,13.6,10.4,33.3,38.1,12.6,0,0,0,0,4,4,4,6,6,9
